Unidade,Curso,Vagas,LB_PPI,LB_Q,LB_PCD,LB_EP,LI_PPI,LI_Q,LI_PCD,LI_EP,AC,Insc.,1ª Op.,2ª Op.,3ª Op.,Insc. / Vagas,Insc. Válidas.,Insc. Vál. / Vagas,Timestamp,Modalidade,Todas Op.,1ª Op. / Vagas,1ª Op. Homolog.,1ª Op. Homolog. / Vagas
Sabará,Técnico Integrado em Informática (INT),35,102,0,4,66,111,1,4,144,416,,333,380,163,,,,2025-09-06 22:01:01.327103,INT,876.0,9.51,197.0,5.63
São João Evangelista,Técnico Integrado em Agrimensura (INT),40,89,1,2,64,97,0,5,95,90,,46,217,206,,,,2025-09-06 22:01:01.327103,INT,469.0,1.15,17.0,0.43
São João Evangelista,Técnico Integrado em Agropecuária (INT),70,116,2,4,83,116,1,4,134,120,,320,198,116,,,,2025-09-06 22:01:01.327103,INT,634.0,4.57,141.0,2.01
São João Evangelista,Técnico Integrado em Informática (INT),70,90,2,4,72,110,2,4,112,105,,245,149,153,,,,2025-09-06 22:01:01.327103,INT,547.0,3.5,125.0,1.79
São João Evangelista,Técnico Integrado em Nutrição e Dietética (INT),70,112,1,5,78,117,2,1,139,96,,251,187,159,,,,2025-09-06 22:01:01.327103,INT,597.0,3.59,104.0,1.49
Santa Luzia,Técnico Integrado em Edificações (INT),80,127,0,0,58,129,2,4,122,358,,532,287,0,,,,2025-09-06 22:01:01.327103,INT,819.0,6.65,271.0,3.39
Santa Luzia,Técnico Integrado em Segurança do Trabalho (INT),40,124,0,0,57,124,1,3,109,349,,351,437,0,,,,2025-09-06 22:01:01.327103,INT,788.0,8.78,144.0,3.6
Todos,Todos,2705,3445,20,112,2519,4454,26,146,5338,11301,,11893,10218,6658,,,,2025-09-06 22:01:01.327103,INT,28769.0,4.4,5995.0,2.22
Bambuí,Técnico Subsequente em Agropecuária (SUB),30,6,0,1,5,7,0,0,3,18,,29,13,0,,,,2025-09-06 22:01:01.327103,SUB,42.0,0.97,29.0,0.97
Bambuí,Técnico Subsequente em Manutenção Automotiva (SUB),18,5,0,1,3,4,0,0,3,11,,20,9,0,,,,2025-09-06 22:01:01.327103,SUB,29.0,1.11,20.0,1.11
Congonhas,Técnico Subsequente em Edificações (SUB),35,14,0,1,8,10,0,2,14,35,,36,24,29,,,,2025-09-06 22:01:01.327103,SUB,89.0,1.03,36.0,1.03
Congonhas,Técnico Subsequente em Mecânica (SUB),35,13,0,1,9,17,0,1,13,31,,40,32,17,,,,2025-09-06 22:01:01.327103,SUB,89.0,1.14,40.0,1.14
Congonhas,Técnico Subsequente em Mineração (SUB),35,15,0,1,9,14,0,1,16,38,,47,33,18,,,,2025-09-06 22:01:01.327103,SUB,98.0,1.34,47.0,1.34
Governador Valadares,Técnico Subsequente em Segurança do Trabalho (SUB),40,20,0,1,8,14,0,1,9,43,,98,0,0,,,,2025-09-06 22:01:01.327103,SUB,98.0,2.45,98.0,2.45
Conselheiro Lafaiete,Técnico Subsequente em Eletrotécnica (SUB),40,13,0,0,9,34,0,0,18,60,,105,34,0,,,,2025-09-06 22:01:01.327103,SUB,139.0,2.63,105.0,2.63
Conselheiro Lafaiete,Técnico Subsequente em Mecânica (SUB),40,13,0,0,8,26,0,0,22,56,,53,77,0,,,,2025-09-06 22:01:01.327103,SUB,130.0,1.33,53.0,1.33
Ouro Branco,Técnico Subsequente em Metalurgia (SUB),40,4,0,0,3,8,0,0,7,16,,41,0,0,,,,2025-09-06 22:01:01.327103,SUB,41.0,1.03,41.0,1.03
Ouro Preto,Técnico Subsequente em Edificações (SUB),30,28,1,2,10,19,0,1,16,61,,43,48,51,,,,2025-09-06 22:01:01.327103,SUB,142.0,1.43,43.0,1.43
Ouro Preto,Técnico Subsequente em Joalheria (SUB),12,5,0,0,3,3,0,1,3,26,,18,15,11,,,,2025-09-06 22:01:01.327103,SUB,44.0,1.5,18.0,1.5
Ouro Preto,Técnico Subsequente em Meio Ambiente (SUB),30,31,1,1,14,17,0,0,17,86,,48,87,39,,,,2025-09-06 22:01:01.327103,SUB,174.0,1.6,48.0,1.6
Ouro Preto,Técnico Subsequente em Metalurgia (SUB),20,16,0,1,6,14,0,4,8,40,,19,29,47,,,,2025-09-06 22:01:01.327103,SUB,95.0,0.95,19.0,0.95
Ouro Preto,Técnico Subsequente em Mineração (SUB),30,32,0,1,11,35,0,5,23,65,,78,58,46,,,,2025-09-06 22:01:01.327103,SUB,182.0,2.6,78.0,2.6
Ouro Preto,Técnico Subsequente em Segurança do Trabalho (SUB),70,40,1,1,19,34,0,4,25,94,,140,49,36,,,,2025-09-06 22:01:01.327103,SUB,225.0,2.0,140.0,2.0
Ribeirão das Neves,Técnico Subsequente em Logística (SUB),120,227,1,11,134,193,0,18,185,1271,,2082,0,0,,,,2025-09-06 22:01:01.327103,SUB,2082.0,17.35,2082.0,17.35
Santa Luzia,Técnico Subsequente em Segurança do Trabalho (SUB),40,34,1,1,15,26,1,2,13,81,,177,0,0,,,,2025-09-06 22:01:01.327103,SUB,177.0,4.43,177.0,4.43
Todos,Todos,665,516,5,24,274,475,1,40,395,2032,,3074,508,294,,,,2025-09-06 22:01:01.327103,SUB,3876.0,4.62,3074.0,4.62
Arcos,Engenharia Mecânica (ENEM) (SUP),30,9,0,0,2,7,0,0,16,19,,51,3,0,,,,2025-09-06 22:01:01.327103,SUP,54.0,1.7,27.0,0.9
Arcos,Engenharia Mecânica (Histórico e Redação) (SUP),10,3,0,0,0,4,0,0,8,13,,24,5,0,,,,2025-09-06 22:01:01.327103,SUP,29.0,2.4,13.0,1.3
Bambuí,Administração (ENEM) (SUP),25,2,0,0,10,6,0,0,12,19,,23,23,7,,,,2025-09-06 22:01:01.327103,SUP,53.0,0.92,11.0,0.44
Bambuí,Agronomia (ENEM) (SUP),30,7,0,0,13,9,0,0,41,47,,53,32,35,,,,2025-09-06 22:01:01.327103,SUP,120.0,1.77,30.0,1.0
Bambuí,Engenharia de Alimentos (ENEM) (SUP),15,1,0,0,0,1,0,0,1,3,,2,3,2,,,,2025-09-06 22:01:01.327103,SUP,7.0,0.13,2.0,0.13
Bambuí,Engenharia da Computação (ENEM) (SUP),15,4,0,0,5,4,0,0,7,17,,23,9,9,,,,2025-09-06 22:01:01.327103,SUP,41.0,1.53,13.0,0.87
Bambuí,Engenharia da Computação (Histórico e Redação) (SUP),3,3,0,1,0,4,0,1,8,5,,9,6,7,,,,2025-09-06 22:01:01.327103,SUP,22.0,3.0,2.0,0.67
Bambuí,Engenharia de Alimentos (Histórico e Redação) (SUP),15,2,0,1,0,1,0,0,4,2,,5,3,4,,,,2025-09-06 22:01:01.327103,SUP,12.0,0.33,2.0,0.13
Bambuí,Engenharia de Produção (ENEM) (SUP),20,3,0,0,0,3,0,0,4,8,,2,9,9,,,,2025-09-06 22:01:01.327103,SUP,20.0,0.1,0.0,0.0
Bambuí,Medicina Veterinária (ENEM) (SUP),25,12,0,0,32,20,0,1,59,85,,167,31,15,,,,2025-09-06 22:01:01.327103,SUP,213.0,6.68,76.0,3.04
Bambuí,Zootecnia (ENEM) (SUP),22,8,0,0,11,9,0,0,26,42,,13,56,31,,,,2025-09-06 22:01:01.327103,SUP,100.0,0.59,6.0,0.27
Bambuí,Ciências Biológicas (ENEM) (SUP),15,4,0,0,9,4,0,0,12,12,,11,18,15,,,,2025-09-06 22:01:01.327103,SUP,44.0,0.73,4.0,0.27
Bambuí,Ciências Biológicas (Histórico e Redação) (SUP),12,4,0,0,8,3,0,0,11,8,,9,14,13,,,,2025-09-06 22:01:01.327103,SUP,36.0,0.75,2.0,0.17
Bambuí,Educação Física (ENEM) (SUP),10,2,0,0,4,2,0,0,3,12,,13,6,7,,,,2025-09-06 22:01:01.327103,SUP,26.0,1.3,4.0,0.4
Bambuí,Educação Física (Histórico e Redação) (SUP),15,5,0,1,7,4,0,0,6,12,,25,8,4,,,,2025-09-06 22:01:01.327103,SUP,37.0,1.67,10.0,0.67
Bambuí,Física (ENEM) (SUP),14,1,0,0,1,0,0,0,2,0,,0,2,2,,,,2025-09-06 22:01:01.327103,SUP,4.0,0.0,0.0,0.0
Bambuí,Física (Histórico e Redação) (SUP),12,1,0,0,1,0,0,0,2,1,,2,3,2,,,,2025-09-06 22:01:01.327103,SUP,7.0,0.17,1.0,0.08
Betim,Engenharia de Controle e Automação (ENEM) (SUP),20,39,0,1,11,62,0,7,57,82,,138,124,0,,,,2025-09-06 22:01:01.327103,SUP,262.0,6.9,58.0,2.9
Betim,Engenharia Mecânica (ENEM) (SUP),20,41,0,1,11,56,0,6,58,86,,155,106,0,,,,2025-09-06 22:01:01.327103,SUP,261.0,7.75,59.0,2.95
Congonhas,Engenharia de Produção (ENEM) (SUP),20,6,0,0,2,16,1,3,20,39,,78,3,7,,,,2025-09-06 22:01:01.327103,SUP,88.0,3.9,36.0,1.8
Congonhas,Física (ENEM) (SUP),10,1,0,0,0,2,0,1,5,9,,1,12,5,,,,2025-09-06 22:01:01.327103,SUP,18.0,0.1,1.0,0.1
Congonhas,Física (Histórico e Redação) (SUP),10,1,0,0,2,4,0,0,4,9,,4,10,6,,,,2025-09-06 22:01:01.327103,SUP,20.0,0.4,4.0,0.4
Congonhas,Letras (Português Inglês) (ENEM) (SUP),10,1,0,0,3,5,1,2,7,14,,12,12,9,,,,2025-09-06 22:01:01.327103,SUP,33.0,1.2,4.0,0.4
Congonhas,Letras (Português Inglês) (Histórico e Redação) (SUP),10,2,0,0,4,4,1,2,9,8,,18,10,3,,,,2025-09-06 22:01:01.327103,SUP,31.0,1.8,3.0,0.3
Formiga,Administração (ENEM) (SUP),15,3,0,0,9,5,0,1,19,19,,22,19,15,,,,2025-09-06 22:01:01.327103,SUP,56.0,1.47,10.0,0.67
Formiga,Administração (Histórico e Redação) (SUP),15,4,0,1,8,12,0,1,19,25,,42,15,13,,,,2025-09-06 22:01:01.327103,SUP,70.0,2.8,10.0,0.67
Formiga,Ciência da Computação (ENEM) (SUP),20,4,0,0,18,10,0,0,28,26,,56,23,8,,,,2025-09-06 22:01:01.327103,SUP,87.0,2.8,26.0,1.3
Formiga,Ciência da Computação (Histórico e Redação) (SUP),8,6,0,2,14,14,0,1,33,31,,41,49,13,,,,2025-09-06 22:01:01.327103,SUP,103.0,5.13,15.0,1.88
Formiga,Engenharia Elétrica (ENEM) (SUP),12,3,0,0,2,6,0,0,18,10,,9,20,11,,,,2025-09-06 22:01:01.327103,SUP,40.0,0.75,3.0,0.25
Formiga,Engenharia Elétrica (Histórico e Redação) (SUP),14,1,0,2,1,9,0,0,28,24,,36,16,13,,,,2025-09-06 22:01:01.327103,SUP,65.0,2.57,19.0,1.36
Formiga,Matemática (ENEM) (SUP),15,0,0,0,3,1,0,0,6,5,,1,6,8,,,,2025-09-06 22:01:01.327103,SUP,15.0,0.07,0.0,0.0
Formiga,Matemática (Histórico e Redação) (SUP),10,2,0,0,2,3,0,0,9,13,,10,9,10,,,,2025-09-06 22:01:01.327103,SUP,29.0,1.0,5.0,0.5
Governador Valadares,Engenharia Ambiental e Sanitária (ENEM) (SUP),15,6,0,0,3,10,0,1,7,9,,9,13,14,,,,2025-09-06 22:01:01.327103,SUP,36.0,0.6,3.0,0.2
Governador Valadares,Engenharia Ambiental e Sanitária (Histórico e Redação) (SUP),15,5,0,0,6,14,0,1,9,23,,20,24,16,,,,2025-09-06 22:01:01.327103,SUP,60.0,1.33,4.0,0.27
Governador Valadares,Engenharia Civil (ENEM) (SUP),15,5,0,0,2,16,0,1,11,23,,32,19,7,,,,2025-09-06 22:01:01.327103,SUP,58.0,2.13,16.0,1.07
Governador Valadares,Engenharia Civil (Histórico e Redação) (SUP),15,7,0,0,6,20,0,1,12,19,,38,20,8,,,,2025-09-06 22:01:01.327103,SUP,66.0,2.53,15.0,1.0
Governador Valadares,Engenharia de Produção (ENEM) (SUP),15,5,0,0,2,10,0,1,12,13,,18,19,7,,,,2025-09-06 22:01:01.327103,SUP,44.0,1.2,7.0,0.47
Governador Valadares,Engenharia de Produção (Histórico e Redação) (SUP),15,7,0,0,3,18,0,1,14,20,,16,26,25,,,,2025-09-06 22:01:01.327103,SUP,67.0,1.07,9.0,0.6
Governador Valadares,Gestão Ambiental (ENEM) (SUP),15,2,0,0,2,9,0,0,4,6,,11,2,10,,,,2025-09-06 22:01:01.327103,SUP,23.0,0.73,4.0,0.27
Governador Valadares,Gestão Ambiental (Histórico e Redação) (SUP),15,5,0,0,4,8,0,0,7,17,,12,15,15,,,,2025-09-06 22:01:01.327103,SUP,42.0,0.8,2.0,0.13
Ibirité,Ciência da Computação (ENEM) (SUP),20,15,0,0,10,45,0,3,53,76,,136,68,0,,,,2025-09-06 22:01:01.327103,SUP,204.0,6.8,55.0,2.75
Ibirité,Engenharia de Controle e Automação (ENEM) (SUP),20,11,0,0,8,41,0,2,39,66,,88,81,0,,,,2025-09-06 22:01:01.327103,SUP,169.0,4.4,32.0,1.6
Ipatinga,Engenharia Elétrica (ENEM) (SUP),20,6,0,0,8,7,0,1,12,24,,59,0,0,,,,2025-09-06 22:01:01.327103,SUP,59.0,2.95,16.0,0.8
Itabirito,Engenharia Elétrica (ENEM) (SUP),10,3,0,0,2,12,0,0,8,7,,20,14,0,,,,2025-09-06 22:01:01.327103,SUP,34.0,2.0,8.0,0.8
Itabirito,Engenharia Elétrica (Histórico e Redação) (SUP),10,3,0,0,2,15,0,0,8,6,,20,16,0,,,,2025-09-06 22:01:01.327103,SUP,36.0,2.0,8.0,0.8
Ouro Branco,Administração (ENEM) (SUP),15,15,1,0,16,14,0,2,32,40,,52,46,24,,,,2025-09-06 22:01:01.327103,SUP,122.0,3.47,27.0,1.8
Ouro Branco,Administração (Histórico e Redação) (SUP),25,17,1,2,13,24,0,2,29,62,,74,63,20,,,,2025-09-06 22:01:01.327103,SUP,157.0,2.96,37.0,1.48
Ouro Branco,Engenharia Metalúrgica (ENEM) (SUP),20,8,0,0,4,10,0,2,21,26,,26,24,22,,,,2025-09-06 22:01:01.327103,SUP,72.0,1.3,13.0,0.65
Ouro Branco,Engenharia Metalúrgica (Histórico e Redação) (SUP),15,9,0,1,8,16,0,1,19,37,,44,24,26,,,,2025-09-06 22:01:01.327103,SUP,94.0,2.93,21.0,1.4
Ouro Branco,Sistemas de Informação (ENEM) (SUP),20,10,0,0,11,15,0,2,36,39,,46,38,30,,,,2025-09-06 22:01:01.327103,SUP,114.0,2.3,24.0,1.2
